Community District,Name,Indicator Category,Indicator,Indicator Description,Y2000,Y2006,Y2010,Y2016,Y2017,Y2000.Rank,Y2006.Rank,Y2010.Rank,Y16.17.Rank
QN 09,Kew Gardens/Woodhaven,Demographics,Poverty rate,The number of people below the poverty threshold divided by the number of people for whom poverty status was determined.,14.7%,14.2%,13.1%,13.4%,NA,37,36,41,39
QN 09,Kew Gardens/Woodhaven,Demographics,"Poverty rate, population aged 65+",The number of people aged 65 or older below the poverty line divided by the total population of that age group for whom poverty status was determined.,NA,13.1%,8.5%,13.8%,NA,NA,42,50,38
QN 09,Kew Gardens/Woodhaven,Demographics,"Poverty rate, population under 18 years old",The number of people under 18 years old below the poverty line divided by the total population of that age group for whom poverty status was determined.,NA,20.6%,19.7%,17.5%,NA,NA,36,38,35
QN 09,Kew Gardens/Woodhaven,Demographics,Racial diversity index,The probability that two randomly chosen people in a given geographic area will be of a different race.,0.76,0.74,0.74,0.71,NA,2,2,2,7
QN 09,Kew Gardens/Woodhaven,Demographics,Single-person households,The share of households that include only one person.,NA,20.2%,21.9%,21.0%,NA,NA,51,47,48
QN 09,Kew Gardens/Woodhaven,Demographics,Unemployment rate,"The number of people aged 16 years and older in the civilian labor force who are unemployed, divided by the total number of people aged 16 years and older in the civilian labor force.",8.23%,7.59%,13.27%,5.55%,NA,31,27,17,37
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,FHA/VA-backed home purchase loans (% of home purchase loans),"The percentage of all first-lien loan originations, for the purchase of an owner-occupied home, condominium, or cooperative apartment that were insured or guaranteed by the FHA or VA, as reported by HMDA.",NA,0.5%,40.3%,19.4%,NA,NA,18,18,18
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,Higher-cost home purchase loans (% of home purchase loans),"The percentage of all first-lien loan originations, for the purchase of an owner-occupied 1-4 family home, that were reported as 'higher cost' under HMDA.",NA,37.3%,1.0%,5.0%,NA,NA,14,21,18
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,Higher-cost refinance loans (% of refinance loans),"The percentage of loan originations, for the refinancing of an owner-occupied 1-4 family home, that were reported as 'higher cost' under HMDA.",NA,32.6%,1.5%,1.9%,NA,NA,22,32,20
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,"Home purchase loan rate (per 1,000 properties)","The number of first-lien home purchase loan originations for owner-occupied 1-4 family buildings, condominiums, or cooperative apartments  divided by the total number of 1-4 family buildings, condominiums, and cooperative apartments.",NA,73.5,23.3,27.1,NA,NA,12,15,7
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,Home purchase loans in LMI tracts (% of home purchase loans),"The share of all first-lien loans, for the purchase of an owner-occupied 1-4 family building, condominium, or cooperative apartments, that were originated for homes in low- to moderate-income census tracts.",NA,17.5%,13.1%,22.8%,NA,NA,36,37,32
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,Home purchase loans to LMI borrowers (% of home purchase loans),"The share of all first-lien loan originations, for the purchase of an owner-occupied 1-4 family building, condominium, or cooperative apartment, that were made to low- to moderate-income borrowers.",NA,4.0%,18.9%,14.4%,NA,NA,25,8,10
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,Homeownership rate,The number of owner-occupied units divided by the total number of occupied housing units.,41.6%,46.7%,43.3%,45.6%,NA,12,13,12,13
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,Housing units,"The number of housings units, which can include a house, apartment, mobile home, group of rooms, or single room that is occupied (or is vacant and intended for occupancy) as separate living quarters.",NA,"47,135","48,066","49,286",NA,NA,44,43,42
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,"Index of housing price appreciation, 1 family building",The average price changes in repeated sales of the same 1 family properties (index=100 in 2000).,100.0,224.1,147.1,225.2,237.7,1,19,41,36
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,"Index of housing price appreciation, 2-4 family building",The average price changes in repeated sales of the same 2-4 family properties (index=100 in 2000).,100.0,235.1,150.4,213.8,233.7,1,21,38,35
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,"Index of housing price appreciation, 5+ family building",The average price changes in repeated sales of the same 5+ family properties (index=100 in 2000).,100.0,251.4,170.4,476.8,473.0,1,21,48,31
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,"Index of housing price appreciation, all property types",The average price changes in repeated sales of the same properties of any type (index=100 in 2000).,100.0,230.7,150.7,222.6,238.5,1,22,49,44
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,"Index of housing price appreciation, condominium",The average price changes in repeated sales of the same condominiums (index=100 in 2000).,100.0,274.3,239.4,293.6,308.0,1,13,15,26
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,"Median sales price per unit, 1 family building ($2017)",The median price per unit for one unit buildings.,"$282,847","$544,033","$354,792","$475,000","$514,921",39,36,44,34
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,"Median sales price per unit, 2-4 family building ($2017)",The median price per unit for two- to four-unit buildings.,"$176,779","$349,045","$198,938","$280,000","$306,255",29,28,41,35
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,"Median sales price per unit, 5+ family building ($2017)",The median price per unit for multifamily buildings.,"$86,586","$155,131","$101,141","$190,000","$182,149",17,16,35,38
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,"Median sales price per unit, condominium ($2017)",The median price per unit for condominiums.,"$146,330","$470,763","$353,568","$395,000","$362,897",44,26,37,40
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,"Notices of foreclosure rate (per 1,000 1-4 family and condo properties)","The rate of mortgage foreclosure actions initiated per 1,000 1-4 family properties and condominium units.",11.7,16.2,33.2,17.3,14.4,24,17,12,20
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,"Notices of foreclosure, all residential properties",The total number of residential properties that had mortgage foreclosure actions initiated against them.,207,294,629,329,279,11,11,8,12
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,"Notices of foreclosure, initial, 1-4 family and condo properties",The total number of 1-4 family properties and condominiums that had a new filing of mortgage foreclosure actions initiated against them after at least six years without having any such filings.,169,248,481,138,120,11,10,7,11
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,"Notices of foreclosure, repeat, 1-4 family and condo properties",The total number of 1-4 family properties and condominiums that had repeat filing of mortgage foreclosure actions initiated against them after already have such a filing in the previous six years.,36,41,122,178,142,10,14,12,13
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,"Pre-foreclosure notice rate (per 1,000 1-4 family and condo properties)","The number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units.",NA,NA,NA,56.3,NA,NA,NA,NA,21
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,"Pre-foreclosure notices, 1-4 family and condo properties",The total number of pre-foreclosure notices issued to homeowners of 1-4 family homes and condominium units. These notices are sent 90 days prior to starting a foreclosure action.,NA,NA,NA,"18,222",NA,NA,NA,NA,17
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,"Properties entering REO, 1-4 family",The total number of 1-4 family buildings that completed the foreclosure process and were acquired by the foreclosing lender.,43,12,65,16,13,10,8,4,15
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,"Refinance loan rate (per 1,000 properties)","The number of refinance loans for owner-occupied 1-4 family buildings, condominiums, and cooperative apartments divided by the total number of 1-4 family buildings, condominiums, and cooperative apartments in the given geographic.",NA,79.1,18.2,15.9,NA,NA,16,24,19
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,Rental vacancy rate,"The number of vacant, habitable, for-rent units divided by the number of renter-occupied units plus vacant, habitable, for-rent units.",NA,NA,4.3%,3.6%,NA,NA,NA,20,21
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,"Sales volume, 1 family building",The number of transactions of 1 family residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,457,564,221,173,294,11,10,13,11
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,"Sales volume, 2-4 family building",The number of transactions of 2-4 family residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,601,836,425,258,366,4,5,3,10
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,"Sales volume, 5+ family building",The number of transactions of 5+ family residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,13,23,3,7,5,36,39,51,51
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,"Sales volume, all property types",The number of transactions of all residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,"1,083","1,507",677,468,691,8,12,19,14
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,"Sales volume, condominium",The number of transactions of condominiums that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,12,84,28,30,26,38,35,42,42
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,"Serious housing code violations (per 1,000 privately owned rental units)","All violations that HPD defines as class C ('immediately hazardous') that were opened in a given time period, regardless of their current status.",NA,21.5,32.6,21.8,25.8,NA,38,31,35
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,Severe crowding rate (% of renter households),The share of all renter households in which there are more than 1.5 household members for each room in the unit.,NA,NA,2.7%,3.3%,NA,NA,NA,38,34
QN 09,Kew Gardens/Woodhaven,Housing Market and Conditions,"Total housing code violations (per 1,000 privately owned rental units)","All HPD violations defined as class A ('non-hazardous'), class B ('hazardous'), and class C ('immediately hazardous') that were opened in a given time period, regardless of their current status.",NA,129.2,147.9,108.2,133.1,NA,38,31,39
QN 09,Kew Gardens/Woodhaven,Land Use and Development,"Population density (1,000 persons per square mile)",The geographic area's population divided by its land area and is reported in thousands of people per square mile.,NA,29.2,28.6,34.6,NA,NA,37,39,32
QN 09,Kew Gardens/Woodhaven,Land Use and Development,Units authorized by new residential building permits,The number of units authorized by new residential building permits is derived from the building permit and jobs reports of the DOB.,64,341,10,14,93,48,29,36,47
QN 09,Kew Gardens/Woodhaven,Land Use and Development,Units issued new certificates of occupancy,The number of residential units in buildings issued new certificates of occupancy issued by the DOB each year.,41,382,51,191,4,47,27,54,59
QN 09,Kew Gardens/Woodhaven,Neighborhood Services and Conditions,Car-free commute (% of commuters),"The percentage of workers who commute primarily by foot, bicycle, or public transportation, as a share of all workers over the age of 16 who do not work at home.",55.9%,62.3%,60.6%,66.2%,NA,38,36,41,37
QN 09,Kew Gardens/Woodhaven,Neighborhood Services and Conditions,Mean travel time to work (minutes),The mean commute time in minutes for commuters residing in the geographic area.,44.4,42.7,44.4,47.8,NA,18,13,8,8
QN 09,Kew Gardens/Woodhaven,Neighborhood Services and Conditions,Residential units within 1/2 mile of a subway station,"The percentage of residential units that are within a half mile walk of a station entrance for the New York City Subway, Long Island Rail Road, PATH, Amtrak, Metro-North Railroad, or Staten Island Railway.",NA,NA,NA,NA,90.8%,NA,NA,NA,25
QN 09,Kew Gardens/Woodhaven,Neighborhood Services and Conditions,Residential units within 1/4 mile of a park,The percentage of residential units that are within a quarter mile of a park.,NA,NA,NA,NA,46.8%,NA,NA,NA,52
